time,temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),shortwave_radiation_sum (MJ/m²),precipitation_sum (mm),rain_sum (mm),precipitation_hours (h),windspeed_10m_max (km/h),winddirection_10m_dominant (°),et0_fao_evapotranspiration (mm)
1/1/2019,26.2,10,18.2,17.4,0,0,0,10.1,131,3.73
1/2/2019,27,13.5,20.1,17.27,0,0,0,10.2,325,3.65
1/3/2019,26,12.2,18.7,17.38,0,0,0,10.5,40,3.67
1/4/2019,26.3,11.5,18.7,17.34,0,0,0,10.2,109,3.73
1/5/2019,27.5,13,19.6,16.77,0,0,0,12.5,189,3.88
1/6/2019,25.3,12,18.1,17.42,0,0,0,12.6,323,3.83
1/7/2019,22.3,10.9,16.1,17.8,0,0,0,14.5,28,3.46
1/8/2019,22.7,9.7,16.1,17.63,0,0,0,11.2,61,2.88
1/9/2019,23.6,9.5,16.3,17.58,0,0,0,9.4,50,3.29
1/10/2019,23.6,10.2,16.6,17.81,0,0,0,10.8,71,3.37
1/11/2019,24.8,10.5,17.6,17.59,0,0,0,10.5,84,3.48
1/12/2019,26,12.3,19.1,17.34,0,0,0,10.5,92,3.3
1/13/2019,26.1,11.9,18.8,17.66,0,0,0,15,30,3.64
1/14/2019,24.1,12.9,18,17.93,0,0,0,15.5,39,3.85
1/15/2019,24.4,10.4,17.1,18.31,0,0,0,10.7,57,3.56
1/16/2019,26.3,10.3,18.1,18.34,0,0,0,10.4,111,3.82
1/17/2019,27.2,13.4,19.8,18.2,0,0,0,9.2,81,3.7
1/18/2019,26.9,12.6,19.5,18.27,0,0,0,11.2,65,4.07
1/19/2019,27.5,12.1,19.6,18.49,0,0,0,11.4,103,4.36
1/20/2019,29.3,12.6,20.7,18.58,0,0,0,10.3,148,4.55
1/21/2019,29.1,15,21.9,17.63,0,0,0,21.9,192,5.07
1/22/2019,25.5,14.3,20.2,17.23,0,0,0,17.6,261,3.92
1/23/2019,24.6,12.4,18.8,17.84,0,0,0,8.2,346,3.49
1/24/2019,24.8,13.4,18.9,17.42,0,0,0,12.6,41,3.56
1/25/2019,21.9,12.4,16.7,14.79,0,0,0,17.6,14,3.04
1/26/2019,20.7,11,15.4,16.79,0,0,0,21.1,34,3.14
1/27/2019,20.6,9.5,14.6,19.2,0,0,0,15.8,32,3.89
1/28/2019,20.3,8.7,14,19.65,0,0,0,17.4,35,3.96
1/29/2019,20.9,7.8,14.1,19.85,0,0,0,13.5,50,3.81
1/30/2019,23.2,7.4,15.3,19.61,0,0,0,11.5,96,3.86
1/31/2019,25.5,10.8,18.3,17.38,0,0,0,16.6,156,4.03
2/1/2019,26.8,11.5,19.4,19.14,0,0,0,12.4,5,3.87
2/2/2019,26.5,13,19.6,19.08,0,0,0,15.7,41,3.88
2/3/2019,26.8,15,20.5,13.47,0,0,0,16.4,79,3.41
2/4/2019,28.5,17.5,22.5,16.16,0,0,0,16.6,127,4.2
2/5/2019,29.1,17.2,23.3,16.52,0,0,0,20,164,4.5
2/6/2019,28.6,19,23,15.94,0.3,0.3,1,16.8,247,4.06
2/7/2019,24.4,13.8,19.1,19.91,0,0,0,22.9,258,4.7
2/8/2019,22.3,9.7,16,20.96,0,0,0,14.5,295,4.38
2/9/2019,21.8,9.1,15.3,20.99,0,0,0,14.5,24,4.38
2/10/2019,23.4,9.3,16.3,20.92,0,0,0,13.9,79,4.28
2/11/2019,27,11,18.9,20.77,0,0,0,11.2,88,4.55
2/12/2019,29.7,14.1,21.9,20.26,0,0,0,13,116,4.72
2/13/2019,29.5,19,23.5,15.54,0.7,0.7,2,16,136,3.92
2/14/2019,30,17.6,23.3,16,2.1,2.1,4,14.2,264,3.95
2/15/2019,28.4,16.2,22.1,20.54,0,0,0,15.7,302,4.9
2/16/2019,25.5,13.7,19.4,21.12,0,0,0,15.6,21,4.38
2/17/2019,26.5,12.7,19.5,21.31,0,0,0,8.6,17,4.33
2/18/2019,29.8,13.3,21.4,21.02,0,0,0,10,268,4.89
2/19/2019,31,14.5,22.6,21.1,0,0,0,13,291,5.23
2/20/2019,32.8,14.6,24,21.36,0,0,0,14.2,107,5.49
2/21/2019,34.3,20.7,26.9,21.07,0,0,0,17.5,227,5.92
2/22/2019,31.7,17.8,24.6,21.21,0,0,0,14.6,315,5.06
2/23/2019,30.7,17.5,23.7,20.65,0,0,0,11.8,25,4.45
2/24/2019,31,17.2,23.3,18.81,0,0,0,19.2,295,4.95
2/25/2019,28.9,16.1,22.4,22.66,0,0,0,15.8,297,5.86
2/26/2019,28,15.1,21.6,21.68,0,0,0,27.2,262,5.76
2/27/2019,25.5,16.6,20.5,16.44,0,0,0,23.5,284,4.27
2/28/2019,24.8,13.5,19.1,22.93,0,0,0,16.9,35,4.97
3/1/2019,26.9,13.6,20.1,22.8,0,0,0,15.5,74,5.37
3/2/2019,30.7,16,23.3,22.2,0,0,0,16.8,118,5.76
3/3/2019,30.9,17.7,24.4,19.51,0,0,0,15.9,263,5.28
3/4/2019,28.8,17.8,23.1,18.82,0,0,0,21.1,284,4.9
3/5/2019,27.5,15.4,21.4,23.45,0,0,0,14,344,5.43
3/6/2019,27.8,14.7,21.4,23.4,0,0,0,8.2,323,4.94
3/7/2019,28.7,14.7,22,23.75,0,0,0,9.8,23,5.22
3/8/2019,31.6,15.2,23.5,23.48,0,0,0,14.8,259,5.89
3/9/2019,30.9,17.8,24,24.03,0,0,0,20.5,295,6.48
3/10/2019,31.5,16.5,24.2,23.63,0,0,0,11,306,5.8
3/11/2019,32.2,18.9,25.2,23.2,0,0,0,17.4,272,6.11
3/12/2019,31.2,17.8,24.4,24.17,0,0,0,12.6,350,5.72
3/13/2019,32.3,18,25.1,23.86,0,0,0,10.3,327,6.03
3/14/2019,32,19.9,25.2,23.44,0,0,0,17.7,304,6.38
3/15/2019,30.8,16.7,24,24.71,0,0,0,15.7,15,6.36
3/16/2019,31.4,18,24.8,24.34,0,0,0,19.1,55,6.18
3/17/2019,32.5,19.1,25.6,22.98,0,0,0,12.9,2,5.97
3/18/2019,32,19.4,25.8,24.54,0,0,0,16.2,48,6.26
3/19/2019,33.5,18.4,26.5,24.7,0,0,0,9.3,16,6.19
3/20/2019,34.3,19.8,27.2,22.5,0,0,0,17.2,279,6.41
3/21/2019,33.2,19.8,26.5,25.23,0,0,0,13.5,312,6.86
3/22/2019,33.5,19.1,26.6,25.56,0,0,0,11.8,5,6.72
3/23/2019,33.8,20.8,27.3,25.14,0,0,0,14.3,45,6.82
3/24/2019,35,21,28.1,25.17,0,0,0,10.6,50,6.4
3/25/2019,36.3,20.8,28.6,24.15,0.2,0.2,1,14.5,334,6.98
3/26/2019,35.4,21.5,28.3,25.98,0,0,0,17,9,7.67
3/27/2019,35.9,21.4,28.7,25.89,0,0,0,12.2,48,7.08
3/28/2019,37.8,21.2,29.9,25.54,0,0,0,11.2,42,7.11
3/29/2019,39.5,22.9,31.7,25.12,0,0,0,11.1,290,7.11
3/30/2019,39.6,25.1,31.7,23.49,0.2,0.2,1,16.8,300,7.86
3/31/2019,38.8,25.1,31.6,25.48,0,0,0,23.3,295,9.24
4/1/2019,37.8,22.7,30.5,26.2,0,0,0,10.8,342,7.54
4/2/2019,38,21.7,30.6,26.39,0,0,0,9.9,343,6.82
4/3/2019,39.2,24,31.6,26.5,0,0,0,12.3,304,8.17
4/4/2019,40.1,25.7,32.5,25.39,0,0,0,15.5,295,8.58
4/5/2019,39.5,25.2,31.9,24.46,0.9,0.9,3,19.1,284,8.92
4/6/2019,39,24.6,31.6,26.34,0,0,0,19.5,290,8.98
4/7/2019,39,24.3,31.4,24.82,0,0,0,19.7,293,8.72
4/8/2019,39.7,24.6,31.7,25.66,0,0,0,19,289,8.75
4/9/2019,39,24.4,31.7,26.95,0,0,0,20.3,288,9.53
4/10/2019,39.2,25,31.8,24.99,0.7,0.7,3,16.3,295,8.36
4/11/2019,40,26,32.5,25.34,0,0,0,15.3,297,8.65
4/12/2019,39.8,24.7,32.8,26.5,0,0,0,15.8,294,8.86
4/13/2019,40.6,25.3,33.1,25.77,0.2,0.2,1,18.7,293,9.15
4/14/2019,40.6,26.6,33.6,25.99,0,0,0,17.8,311,9.24
4/15/2019,36.4,27.1,31.4,14.86,0.8,0.8,2,20.5,279,6.31
4/16/2019,32.2,22.8,26.6,19.79,5.8,5.8,9,13.7,120,4.68
4/17/2019,32.1,20.8,26.1,26.17,0.7,0.7,2,16.7,287,6.23
4/18/2019,33.1,19.8,26.6,25.15,0,0,0,13,317,6.48
4/19/2019,34.7,20.4,27.8,26.59,0,0,0,12.5,343,7.07
4/20/2019,35.8,21.3,29,27.14,0,0,0,12.1,1,7.21
4/21/2019,37.2,21.9,29.9,27.18,0,0,0,12.1,327,7.24
4/22/2019,38.1,22.6,31.1,25.32,0,0,0,9.3,310,6.85
4/23/2019,39.9,25.8,33,24.79,0,0,0,14.5,329,7.65
4/24/2019,40.9,27.3,34.4,26.49,0,0,0,13.9,327,8.24
4/25/2019,40.8,29,34.5,25.56,0,0,0,19,343,9.63
4/26/2019,41.3,28.1,34.7,26.4,0,0,0,19.2,318,10.02
4/27/2019,42,28.1,35.3,26.94,0,0,0,18.1,321,10
4/28/2019,42.7,28.1,35.3,28.25,0,0,0,20.5,311,10.75
4/29/2019,42.6,28.3,35.1,28.16,0,0,0,22.1,301,10.59
4/30/2019,40.8,26.8,33.6,28.05,0,0,0,20,279,10.05
5/1/2019,39,25.1,32.1,27.9,0,0,0,19.1,283,9.52
5/2/2019,38.9,25,32.2,27.57,0,0,0,18.3,288,9.23
5/3/2019,38.8,25.9,32.6,25.84,0,0,0,21.1,285,9.5
5/4/2019,37.7,25.8,31.8,23.81,0,0,0,16.1,295,7.85
5/5/2019,36.4,24.9,31.4,23.19,0,0,0,14.6,287,7.22
5/6/2019,39.2,26,32.9,23.59,0,0,0,18.3,293,8.57
5/7/2019,39.7,28.1,33.6,26.74,0,0,0,22.4,295,10.13
5/8/2019,39,26,32.5,28.03,0,0,0,21.7,294,9.99
5/9/2019,38.7,24.7,31.7,27.59,0,0,0,19.7,285,9.18
5/10/2019,37.8,24.9,31.2,24.89,0,0,0,24,270,8.34
5/11/2019,38,24.4,31.4,26.9,0,0,0,17.2,287,8.54
5/12/2019,39.1,26,32.3,24.85,0.2,0.2,1,19.2,303,8.14
5/13/2019,38.4,26.6,31.9,24.83,0.3,0.3,1,17.1,286,8.1
5/14/2019,38.7,25.6,32.1,26.23,0,0,0,19.9,287,8.77
5/15/2019,38.8,25.6,32.4,24.89,0,0,0,14.8,276,8.14
5/16/2019,38,25.3,31.8,25.97,0,0,0,20.7,289,8.24
5/17/2019,38.4,26.2,32,25.73,0,0,0,24.3,285,8.75
5/18/2019,38.4,26.4,31.9,26.43,0,0,0,24.5,298,8.96
5/19/2019,38.1,26.6,32.1,24.69,0.3,0.3,1,19.8,297,8.31
5/20/2019,39.8,27.2,33.5,24.94,0,0,0,16.3,316,7.93
5/21/2019,40.8,28.7,34.7,25.85,0,0,0,18.1,300,9.09
5/22/2019,40.3,28.6,34.4,25.88,0,0,0,19.6,289,9.61
5/23/2019,40.4,28.1,34.1,25.75,0,0,0,19.3,283,9.24
5/24/2019,40,28.2,34,27.47,0,0,0,21,283,9.88
5/25/2019,39.6,27.5,33.8,25.15,0,0,0,17.9,296,8.77
5/26/2019,40.6,28.8,34.5,26.45,0,0,0,18.4,293,9.24
5/27/2019,40.8,28.1,34.5,26.53,0,0,0,19.8,291,9.28
5/28/2019,41.5,28.6,35.1,25.39,0,0,0,18.6,295,9.5
5/29/2019,41.6,29.1,35.6,23.37,0,0,0,19.5,300,8.86
5/30/2019,40.4,29.3,35,21.93,0,0,0,19.9,293,8.26
5/31/2019,41.5,28.9,35.3,24.68,0,0,0,16.4,286,8.96
6/1/2019,40.9,27.7,34.7,25.12,0,0,0,17.9,293,8.83
6/2/2019,40.7,28,34.6,23.82,0,0,0,17.7,283,8.2
6/3/2019,41.6,28.5,35,24.32,0,0,0,23.9,283,9.56
6/4/2019,41,27.2,34.5,24.99,0.2,0.2,1,22.6,288,9.25
6/5/2019,41.7,28.9,35.2,24.95,0,0,0,20.3,299,9.2
6/6/2019,41.6,29.6,35.5,24.21,0.2,0.2,1,20.3,299,9.24
6/7/2019,42.4,29.5,35.6,22.68,0,0,0,19.6,305,9.01
6/8/2019,41.8,29.9,35.7,24.54,0,0,0,19.1,289,9.26
6/9/2019,41.4,29.7,35.5,23.46,0,0,0,19.8,282,8.95
6/10/2019,41.7,28.5,35,24.61,0,0,0,20.2,281,8.87
6/11/2019,41.1,28.7,34.9,25.62,0,0,0,17.3,272,8.02
6/12/2019,40.6,30.5,35,22.28,0.1,0.1,1,15,219,6.89
6/13/2019,37.4,27.5,32.4,21.57,0,0,0,17.1,268,6.67
6/14/2019,37,28.1,32.3,21.67,0.7,0.7,1,15.6,271,6.51
6/15/2019,38.4,28,32.1,23.29,0,0,0,22,265,7.59
6/16/2019,36,26.7,31.1,21.17,0.1,0.1,1,22,263,7.01
6/17/2019,36.2,25.9,30.6,22.44,0,0,0,22.1,260,7.12
6/18/2019,35.9,25.4,30.1,19.49,0.1,0.1,1,18.3,244,6.08
6/19/2019,33.1,24.7,28.2,14.66,5.1,5.1,9,21.8,260,4.31
6/20/2019,34.2,25.6,29,20.79,1.3,1.3,4,19.6,297,5.37
6/21/2019,36.1,26.3,30,23.18,2,2,3,14,304,6.01
6/22/2019,35.5,25.6,29.9,19.34,2.6,2.6,5,18.3,299,5.42
6/23/2019,36.4,25.2,29.9,22.3,0.5,0.5,3,18,291,5.9
6/24/2019,33.9,26.5,29.7,17.2,3.8,3.8,6,16.1,280,4.75
6/25/2019,33.3,24.2,28.6,21.03,4.4,4.4,9,13.8,273,5.12
6/26/2019,33.2,26.2,28.9,19.39,6.9,6.9,7,17.2,280,4.91
6/27/2019,31.2,24.6,27.5,13.49,7.3,7.3,14,15.8,270,3.5
6/28/2019,31.5,25,27.5,14.43,1.6,1.6,4,18.2,266,3.91
6/29/2019,30.8,24.1,26.6,12.84,12.2,12.2,5,15.8,266,3.15
6/30/2019,27.4,22.9,25.1,6.5,14,14,18,15.9,261,1.64
7/1/2019,29.7,23.4,25.9,10.39,5.7,5.7,11,14.6,277,2.58
7/2/2019,31.3,23.5,26.8,13.89,4.8,4.8,9,14.9,281,3.49
7/3/2019,25.9,23.1,24.1,3.81,32.4,32.4,24,25,277,1.16
7/4/2019,25.5,23.2,23.8,3.88,47,47,24,24.2,273,0.9
7/5/2019,24,23.5,23.7,2.99,17,17,19,20.5,270,0.82
7/6/2019,24.2,22.7,23.4,2.72,30.8,30.8,24,21,254,0.76
7/7/2019,26.3,23.2,24.3,5.38,10.2,10.2,17,21.6,260,1.37
7/8/2019,27.7,23.1,25,8.39,13.3,13.3,15,22.3,255,2.19
7/9/2019,29.3,23.8,26.3,16.64,1.4,1.4,7,25.8,246,3.95
7/10/2019,29.4,23.7,26.4,15.33,0.7,0.7,5,21.6,242,3.91
7/11/2019,29.7,23.8,26.5,15.53,0.7,0.7,4,24.6,249,4.31
7/12/2019,29.5,23.5,26.3,15.37,1,1,6,25,244,4.2
7/13/2019,29.6,23.4,26.4,18,0.5,0.5,5,23.6,246,4.85
7/14/2019,30.2,23.6,26.5,17.98,0.6,0.6,3,27.2,252,5.01
7/15/2019,29.7,23.9,26.5,16.07,0.3,0.3,2,28.2,251,4.83
7/16/2019,30.1,23.1,26.5,16.83,0.2,0.2,2,23.9,252,4.85
7/17/2019,30.5,23.7,26.9,18.45,0,0,0,22.1,263,5.02
7/18/2019,31.1,23.3,26.9,19.09,1.1,1.1,6,20.7,276,4.73
7/19/2019,31.6,23.6,27.5,21.89,0.4,0.4,2,12.2,299,4.92
7/20/2019,30.3,25.3,27.5,16.69,23.1,23.1,11,11.4,334,3.8
7/21/2019,31.7,24.5,27.6,18.06,6,6,8,8,137,3.89
7/22/2019,32.1,24.5,28,21.59,2.2,2.2,7,10.3,153,4.92
7/23/2019,32.3,25,28.8,22.24,0.3,0.3,2,10.9,176,5.12
7/24/2019,32.2,25.9,28.6,19.52,1.4,1.4,7,13.5,251,4.65
7/25/2019,28.3,24.2,26.2,11.81,6.4,6.4,11,16.5,257,2.78
7/26/2019,27.3,23.4,24.5,8.6,13.6,13.6,22,26.4,262,2.11
7/27/2019,26.1,23.1,24.1,5.98,22.8,22.8,23,26,266,1.41
7/28/2019,24.7,22.8,23.7,6.29,23.9,23.9,19,26.8,271,1.21
7/29/2019,28.5,22.8,25,12.41,7,7,11,18.7,269,2.58
7/30/2019,24.4,23.2,23.7,3.02,8.7,8.7,22,19.6,262,0.75
7/31/2019,25.2,22.6,23.4,3.31,5.5,5.5,16,26.6,254,0.78
8/1/2019,25.4,22.7,23.6,5.28,9,9,16,21.4,259,1.17
8/2/2019,25.7,22.7,23.8,5.26,8,8,17,18.2,265,1.31
8/3/2019,24.7,23,23.7,4.31,19.9,19.9,18,18,248,1.01
8/4/2019,28.9,23.1,25,11.44,7.7,7.7,16,15.9,243,2.45
8/5/2019,26,23.3,24.4,7.45,20.3,20.3,18,21,265,1.65
8/6/2019,27.5,23.2,24.9,8.39,8.3,8.3,11,20.9,270,2.08
8/7/2019,24.2,23.4,23.8,1.66,47.2,47.2,24,21.1,268,0.57
8/8/2019,24.6,22.9,23.4,3.73,61.8,61.8,24,27.1,275,0.83
8/9/2019,25.1,23,23.6,7.93,63.2,63.2,23,31.8,238,1.36
8/10/2019,28.5,22.8,25.1,16.28,1.1,1.1,7,29.8,202,3.2
8/11/2019,26.7,22.6,24.5,10.06,0.7,0.7,6,23.3,224,2.24
8/12/2019,28.3,22.9,25.2,13.85,0.9,0.9,6,18.9,266,2.91
8/13/2019,28.6,22.7,25.1,13.78,4.9,4.9,13,19.7,286,2.93
8/14/2019,24.5,22.9,23.6,4.01,23.3,23.3,22,18.4,278,0.99
8/15/2019,23.6,22.8,23.1,3.25,28,28,20,26.6,258,0.81
8/16/2019,27.2,22.6,24.3,14.34,4.8,4.8,15,29.1,246,2.74
8/17/2019,27.9,22.7,25,14.68,0.7,0.7,5,25.5,248,3.15
8/18/2019,25.9,22.8,24.2,8.14,3.8,3.8,15,18.7,268,1.87
8/19/2019,27.2,22.7,24.4,10.35,11,11,11,16.8,284,2.24
8/20/2019,28.5,23.1,25.2,14.12,2.6,2.6,2,19.4,293,3.17
8/21/2019,29.2,23.2,25.4,15.07,0.5,0.5,2,21.1,291,3.39
8/22/2019,29.4,22.8,25.6,18.36,1,1,4,20.3,295,4.03
8/23/2019,28.9,22.3,25.1,15.49,0.8,0.8,2,19.6,295,3.41
8/24/2019,26.5,23,24.4,8.19,11,11,12,17.9,293,1.99
8/25/2019,24.1,22.3,23.2,3.28,33.3,33.3,24,18.5,294,0.98
8/26/2019,23.8,22.2,22.7,2.51,48.9,48.9,24,16.8,285,0.7
8/27/2019,23.6,21.8,22.4,3.26,10.4,10.4,16,18.9,262,0.74
8/28/2019,24,21,22.5,3.99,9.5,9.5,20,16.1,240,0.88
8/29/2019,28.3,22.5,24.8,12.57,2,2,9,10.8,267,2.78
8/30/2019,29.3,22.9,25.3,13.86,9.8,9.8,11,12,297,2.94
8/31/2019,28,22.7,24.5,10.32,11.6,11.6,17,11,271,2.36
9/1/2019,28.4,22.9,25,13.11,16.2,16.2,12,10.5,268,2.82
9/2/2019,28,22.9,25,11.94,1.4,1.4,5,14,267,2.71
9/3/2019,26.7,23.3,24.5,8.02,5.5,5.5,16,13.5,266,1.81
9/4/2019,27.9,23.4,25.1,8.14,15.9,15.9,17,12.1,290,1.83
9/5/2019,29.2,23.2,24.9,9.26,23.8,23.8,16,10.2,301,2.06
9/6/2019,28.4,23.4,24.9,9.32,7.2,7.2,7,12.1,277,2.08
9/7/2019,28.6,23.8,25.7,10.55,1,1,6,12.6,256,2.47
9/8/2019,26.3,23.3,24.6,6.09,15.4,15.4,22,10.8,267,1.4
9/9/2019,26,23.4,24.2,4.91,28.8,28.8,24,16.8,288,1.04
9/10/2019,24.1,22.6,23.4,2.12,50.3,50.3,24,12.4,289,0.55
9/11/2019,26.6,22.6,24.2,4.55,11.8,11.8,15,18.5,272,0.93
9/12/2019,24,22.6,23.3,3.58,25.5,25.5,19,20.2,276,0.77
9/13/2019,23.3,22.1,22.7,2.18,96.8,96.8,24,26.4,280,0.57
9/14/2019,24.4,22.8,23.5,1.77,90.2,90.2,24,27.2,277,0.46
9/15/2019,25.1,22.4,23.6,3.82,63.2,63.2,19,24,279,0.83
9/16/2019,26.4,23.3,24.3,7.56,5.5,5.5,9,20.9,291,1.65
9/17/2019,29.1,23.2,25.3,10.98,1.7,1.7,11,16.3,311,2.35
9/18/2019,29.9,22.9,25.8,14.5,2.6,2.6,10,16.6,26,2.98
9/19/2019,29,22.6,25.2,14.81,18.3,18.3,21,11.9,76,3.05
9/20/2019,28.6,23,24.9,14.3,9.4,9.4,15,16,100,2.84
9/21/2019,27.8,22.5,24.6,12.1,14.3,14.3,9,10.2,129,2.4
9/22/2019,29.3,22.1,24.9,17.13,12.7,12.7,11,8.7,148,3.44
9/23/2019,28.3,22.4,24.4,10.76,12.8,12.8,12,8.6,321,2.28
9/24/2019,28.9,22.1,24.9,14.75,9.8,9.8,8,13.2,61,3.08
9/25/2019,27.9,22.6,24.7,12.4,12.1,12.1,14,14.6,82,2.59
9/26/2019,27.1,22.4,24.2,9.93,12,12,21,15,134,2.07
9/27/2019,27.2,22.4,23.7,9.67,17.4,17.4,24,15.6,205,1.94
9/28/2019,27.1,22,23.8,13.21,8.9,8.9,17,17.9,248,2.66
9/29/2019,27.7,21.5,24.1,14.97,1.6,1.6,5,12,251,3.07
9/30/2019,28.3,20.8,24,15.27,2.4,2.4,6,14.4,213,3.2
10/1/2019,25.1,21.6,23.1,7.42,4.2,4.2,10,24.1,228,1.79
10/2/2019,28.7,22.4,24.6,15.76,0.9,0.9,5,19.5,291,3.24
10/3/2019,28.8,21.8,24.6,16.02,0.4,0.4,1,13.1,302,3.28
10/4/2019,29.1,21.1,24.9,18.96,0.6,0.6,4,7.9,327,3.81
10/5/2019,28.6,21.6,24.5,16.76,5.3,5.3,9,5.8,16,3.42
10/6/2019,28.5,21,24.4,17.56,5.3,5.3,9,6.4,87,3.5
10/7/2019,28.9,21.3,24.8,17.4,3.4,3.4,7,8.2,46,3.56
10/8/2019,29,21.2,25,18.26,0.6,0.6,1,9.8,52,3.85
10/9/2019,29.1,20.7,24.8,19.86,0.5,0.5,3,8.9,61,4.17
10/10/2019,29,20.4,24.7,18.71,0.6,0.6,2,7.2,57,3.92
10/11/2019,28.9,20.6,24.6,18.8,0.3,0.3,2,8.2,59,3.87
10/12/2019,29.3,20,24.3,21.11,0,0,0,9.2,41,4.54
10/13/2019,29.7,17.3,23.5,21.84,0,0,0,9,51,4.8
10/14/2019,29.7,20.3,25.6,19.3,0,0,0,7.9,79,4.13
10/15/2019,30.3,19,24.9,20.41,0,0,0,11.4,46,4.6
10/16/2019,30.4,19.1,25,20,0,0,0,13.8,45,4.55
10/17/2019,29.6,18.8,24.1,20.25,0,0,0,9.3,82,4.4
10/18/2019,27.9,19.2,24.2,17.12,0.1,0.1,1,9.1,98,3.63
10/19/2019,27.6,21.1,23.4,12.52,5,5,6,11.4,111,2.64
10/20/2019,25.9,20.4,22.9,13.33,0,0,0,12.6,100,2.73
10/21/2019,25.8,19.9,22.6,11.63,0,0,0,12.2,86,2.62
10/22/2019,26.5,19.9,22.9,13.6,1.1,1.1,2,13.5,103,2.91
10/23/2019,23.4,19,20.8,8.19,3,3,7,15.2,85,2.04
10/24/2019,26.1,18.5,21.9,14.59,0,0,0,14.8,95,3.16
10/25/2019,27,19,22.8,14.41,0,0,0,16.9,73,3.46
10/26/2019,26.1,20.4,22.5,10.35,5,5,7,20.2,88,2.51
10/27/2019,22.8,20.4,21.4,3.9,17,17,21,11.6,88,0.94
10/28/2019,26.9,20.2,22.8,10.52,11.2,11.2,11,12.2,96,2.15
10/29/2019,28.5,20.4,23.7,15.53,5.4,5.4,9,7.6,92,3.16
10/30/2019,29,20.1,23.9,16.93,2.4,2.4,3,8.9,59,3.46
10/31/2019,29.1,20.6,24.2,17.51,1.9,1.9,3,7.7,94,3.49
11/1/2019,28.4,20.3,24.2,16.41,0,0,0,11.7,120,3.37
11/2/2019,23.1,20.6,21.9,4.33,4.9,4.9,9,10.7,136,1
11/3/2019,26.2,20.5,22.8,7.89,1.8,1.8,6,5.6,58,1.65
11/4/2019,28.1,18.9,23.2,15.99,0,0,0,7.7,345,3.31
11/5/2019,27.7,18.9,23.2,16.09,0.1,0.1,1,6.6,351,3.27
11/6/2019,27.8,20.2,23.2,15.31,2.3,2.3,3,5.2,242,3.03
11/7/2019,28.1,19.4,23.1,15.43,0.9,0.9,3,12.3,202,3.11
11/8/2019,27.3,19.6,22.9,14.12,6,6,6,10.5,107,2.83
11/9/2019,27.3,19.8,23.2,15.14,0,0,0,11.6,72,3.14
11/10/2019,27.1,18.9,22.9,16.28,0,0,0,13,75,3.26
11/11/2019,27.7,17.7,22.7,17.09,0,0,0,10.2,127,3.56
11/12/2019,27.1,18.7,23.4,14.88,0,0,0,12.2,145,3.14
11/13/2019,27.4,19,23.4,16.44,0,0,0,9.4,122,3.51
11/14/2019,27.1,17.8,22.2,17.9,0,0,0,13,106,3.78
11/15/2019,26.7,15.7,21.4,17.87,0,0,0,10,108,3.63
11/16/2019,27.3,16.8,22.4,17.62,0,0,0,7.2,81,3.44
11/17/2019,27.5,16.5,21.6,17.74,0,0,0,11.5,49,3.65
11/18/2019,27.2,15,21.4,17.82,0,0,0,10.9,53,3.52
11/19/2019,26.8,15.8,21.5,17.35,0,0,0,9.4,200,3.43
11/20/2019,26.4,16.8,21.9,16.36,0,0,0,10.2,141,3.24
11/21/2019,26.7,15.9,21.4,16.88,0,0,0,12.6,121,3.42
11/22/2019,26.9,15.7,21.2,17.34,0,0,0,9.5,142,3.45
11/23/2019,27,18.9,23,17.1,0,0,0,7.2,124,3.4
11/24/2019,27.1,16.8,22.4,16.46,0,0,0,10.5,107,3.29
11/25/2019,27.3,16.8,21.9,16.46,0,0,0,12,115,3.39
11/26/2019,26.8,17.5,22,14.97,0,0,0,11.1,125,3.18
11/27/2019,27.6,16.7,22.2,14.98,0,0,0,13.2,149,3.15
11/28/2019,27.8,16.7,22.2,16.51,0,0,0,10.7,145,3.45
11/29/2019,27.7,17.7,22.8,16.73,0,0,0,8,155,3.34
11/30/2019,26.9,15.7,21.6,15.1,0,0,0,11.6,101,3.05
12/1/2019,26.4,17.8,21.7,14.06,0.1,0.1,1,12.3,130,2.81
12/2/2019,25.4,17.4,21.3,13.26,0.7,0.7,3,10.6,68,2.59
12/3/2019,26,17.1,21.1,14.91,0,0,0,13.8,69,2.92
12/4/2019,26.5,16.6,21.2,15.46,0,0,0,15.5,81,3.29
12/5/2019,26.2,17.3,21.1,15.4,0,0,0,11.7,69,3.6
12/6/2019,24.3,14.3,19,16.25,0,0,0,11.2,59,3.59
12/7/2019,24.6,15,19.3,16.37,0,0,0,12.3,63,3.36
12/8/2019,25.2,13.6,19.1,16.62,0,0,0,11,65,3.18
12/9/2019,25.8,13.8,19.7,16.37,0,0,0,9,83,3
12/10/2019,25.9,14.4,20.2,16.33,0,0,0,8.6,119,3.09
12/11/2019,26.6,15.5,21.4,14.18,0,0,0,10.2,169,2.89
12/12/2019,26.1,17.4,21.1,14.6,0,0,0,14.6,212,3.06
12/13/2019,24.8,13.7,19.6,13.17,0,0,0,17.3,263,2.9
12/14/2019,25,14.2,19.5,15.45,0,0,0,10.7,17,2.81
12/15/2019,22.6,14.7,18.2,13.32,0,0,0,14.8,38,2.41
12/16/2019,21.2,12.6,16.8,11.43,0,0,0,14.3,49,2.09
